% rows 501 cols 4
  0.54800     0.1263     0.3184     6.8759
  0.55200     0.1266     0.3122     5.8517
  0.55600     0.1269     0.3066     5.1164
  0.56000     0.1274     0.3024     4.6922
  0.56400     0.1276     0.2990     4.3218
  0.56800     0.1274     0.2964     3.9634
  0.57200     0.1271     0.2957     3.7434
  0.57600     0.1266     0.2931     3.4383
  0.58000     0.1260     0.2874     2.9680
  0.58400     0.1261     0.2833     2.5347
  0.58800     0.1266     0.2816     2.2086
  0.59200     0.1273     0.2817     1.9676
  0.59600     0.1281     0.2846     1.8238
  0.60000     0.1289     0.2912     1.7708
  0.60400     0.1299     0.3005     1.7726
  0.60800     0.1307     0.3099     1.7790
  0.61200     0.1315     0.3184     1.7771
  0.61600     0.1323     0.3268     1.7760
  0.62000     0.1331     0.3350     1.7689
  0.62400     0.1339     0.3432     1.7597
  0.62800     0.1347     0.3512     1.7486
  0.63200     0.1355     0.3592     1.7357
  0.63600     0.1362     0.3672     1.7232
  0.64000     0.1370     0.3755     1.7124
  0.64400     0.1378     0.3838     1.7023
  0.64800     0.1383     0.3919     1.6906
  0.65200     0.1385     0.3976     1.6541
  0.65600     0.1387     0.4019     1.6099
  0.66000     0.1389     0.4077     1.5879
  0.66400     0.1389     0.4139     1.5725
  0.66800     0.1391     0.4198     1.5574
  0.67200     0.1394     0.4257     1.5431
  0.67600     0.1398     0.4316     1.5287
  0.68000     0.1402     0.4376     1.5136
  0.68400     0.1405     0.4435     1.4978
  0.68800     0.1408     0.4494     1.4811
  0.69200     0.1410     0.4553     1.4624
  0.69600     0.1412     0.4617     1.4405
  0.70000     0.1413     0.4698     1.4191
  0.70400     0.1414     0.4744     1.3976
  0.70800     0.1414     0.4751     1.3754
  0.71200     0.1415     0.4767     1.3571
  0.71600     0.1416     0.4795     1.3424
  0.72000     0.1418     0.4831     1.3302
  0.72400     0.1420     0.4871     1.3193
  0.72800     0.1421     0.4914     1.3091
  0.73200     0.1423     0.4956     1.2995
  0.73600     0.1425     0.4996     1.2900
  0.74000     0.1427     0.5035     1.2806
  0.74400     0.1429     0.5072     1.2714
  0.74800     0.1430     0.5108     1.2622
  0.75200     0.1432     0.5142     1.2532
  0.75600     0.1433     0.5176     1.2442
  0.76000     0.1433     0.5208     1.2351
  0.76400     0.1431     0.5240     1.2257
  0.76800     0.1428     0.5271     1.2162
  0.77200     0.1425     0.5301     1.2070
  0.77600     0.1424     0.5331     1.1986
  0.78000     0.1422     0.5362     1.1907
  0.78400     0.1421     0.5392     1.1828
  0.78800     0.1420     0.5422     1.1747
  0.79200     0.1418     0.5451     1.1666
  0.79600     0.1416     0.5480     1.1584
  0.80000     0.1414     0.5508     1.1501
  0.80400     0.1411     0.5536     1.1417
  0.80800     0.1409     0.5564     1.1333
  0.81200     0.1406     0.5591     1.1250
  0.81600     0.1404     0.5619     1.1166
  0.82000     0.1402     0.5645     1.1081
  0.82400     0.1400     0.5670     1.0992
  0.82800     0.1397     0.5700     1.0900
  0.83200     0.1394     0.5734     1.0805
  0.83600     0.1391     0.5763     1.0694
  0.84000     0.1388     0.5786     1.0560
  0.84400     0.1384     0.5809     1.0432
  0.84800     0.1381     0.5830     1.0331
  0.85200     0.1377     0.5849     1.0245
  0.85600     0.1374     0.5867     1.0157
  0.86000     0.1371     0.5884     1.0073
  0.86400     0.1367     0.5899     0.9998
  0.86800     0.1364     0.5914     0.9925
  0.87200     0.1361     0.5928     0.9853
  0.87600     0.1357     0.5940     0.9782
  0.88000     0.1354     0.5951     0.9710
  0.88400     0.1350     0.5960     0.9638
  0.88800     0.1347     0.5969     0.9568
  0.89200     0.1343     0.5978     0.9500
  0.89600     0.1340     0.5988     0.9435
  0.90000     0.1336     0.5998     0.9368
  0.90400     0.1330     0.6009     0.9301
  0.90800     0.1325     0.6019     0.9236
  0.91200     0.1321     0.6030     0.9175
  0.91600     0.1316     0.6041     0.9115
  0.92000     0.1311     0.6051     0.9056
  0.92400     0.1306     0.6062     0.8998
  0.92800     0.1301     0.6072     0.8942
  0.93200     0.1296     0.6082     0.8885
  0.93600     0.1290     0.6093     0.8829
  0.94000     0.1285     0.6103     0.8774
  0.94400     0.1281     0.6113     0.8718
  0.94800     0.1276     0.6123     0.8663
  0.95200     0.1271     0.6132     0.8608
  0.95600     0.1266     0.6141     0.8551
  0.96000     0.1261     0.6149     0.8493
  0.96400     0.1256     0.6155     0.8433
  0.96800     0.1250     0.6161     0.8371
  0.97200     0.1245     0.6166     0.8308
  0.97600     0.1239     0.6169     0.8243
  0.98000     0.1233     0.6172     0.8175
  0.98400     0.1227     0.6176     0.8106
  0.98800     0.1220     0.6180     0.8037
  0.99200     0.1213     0.6182     0.7965
  0.99600     0.1205     0.6185     0.7885
  1.00000     0.1205     0.6185     0.7885
